Mstar (log[Msun]), SFR (log[Msun/yr])
10.354978318222296, -0.05473578921613831
10.292114414069053, -0.09743401756382872
10.283551770247463, -0.34256155246250125
10.018637268176436, -0.12052581943956314
10.211884727983353, 0.2758226887630257
10.324323384828636, -0.2445030932899019
10.031085837179397, 0.3465166010174018
10.248380853469108, -0.5323005483546848
9.505388959588888, 0.28065507199753764
10.440146233528482, 0.5798775706525424
9.79682259719523, -0.3782237866881479
9.864773940589416, 0.03703580025613559
9.627921289252006, -0.3861842641539178
10.126900806629743, -0.28432551286933394
10.133676780787289, 0.3524618919958559
9.533731989006547, -0.33512826535561924
9.932442053934055, -0.6319003257119303
9.608141443193652, 0.1794803635860782
9.853433747453437, 0.49027161219278376
9.828103052300976, 0.9945450655682789
9.74179935970208, -0.47732591257748097
10.446575997104686, 0.18009583258422363
9.992598072602071, 0.0927626026602388
10.155806004188287, -0.2930199073990898
10.214441174683666, 0.07534464612346777
10.153451068311371, -0.7290495037336099
10.035199407341322, 0.034973308097871005
10.098757750506387, 0.0615902497799246
9.965649271006283, 0.07212225306639121
10.10382800750407, 0.19288796586284043
9.997633320657114, 0.1287023266686671
10.15275293963503, 0.07091186587683745
9.722816148898618, -0.2554149651196862
9.971494607019789, -0.808404401498974
9.701316493581043, -0.40841833802120237
9.922883154152872, -0.5734404134995024
10.156038643488577, -0.257283195271091
10.120948113413096, -0.8464734347479828
9.535121426893738, -0.13079296290580963
9.703854159574131, -0.6139957921051584
9.569373909615045, -0.7859312696055415
9.904728605137986, -0.8117179960639721
9.637989780784686, -0.8406256363882068
9.84726147107806, -0.5511172031664188
9.958620207767828, 0.9289265070154501
9.777677010117467, -0.6595387531469651
9.892137308745584, -0.7425213759990604
9.767687020402485, 0.10437463861891015
9.734905472886297, -0.9035854740361684
9.53283939733254, 0.69489805085364
9.518132418721018, -0.11296639952124288
10.238901069902527, 0.40069077256999647
10.430091554674304, -0.5342071171234989
10.024892464934378, 0.4200172193790995
10.247704816410804, -0.07553772578043981
10.14811473539232, -0.10084845199952261
9.856964773853221, -0.5214275097797731
9.787936219728124, 0.46709267040654323
10.228127555612677, 0.1741295627548745
10.094181195187689, -0.7870208489382038
10.134703097774748, -0.34842030303418775
9.647227328931676, -0.5800324606081317
9.838906306267528, -0.38336973470907704
9.823376959967668, 0.06920079134613544
9.76572251654216, 0.03805738147800994
9.635899095847499, -0.24420023682561795
10.297135396389649, -0.16863952202042493
10.096757489643116, -0.37145414716937936
9.980245540533437, -0.9409548329406452
9.88202701747068, -0.0809782463157671
10.320709686318732, 0.3103230458745509
9.843972069156447, -0.40957354093771714
9.8183946164627, -0.24039992037556085
9.995659495864372, -0.26714756226002495
9.82810763452495, -0.25726767622095187
10.057280237762555, -0.2190578508340784
9.878336524116998, 0.09641532403176681
9.665771480697096, -0.48912938392581234
9.935146425279322, -0.8489810789726908
10.22850316246296, -0.33942177008273
10.122027276793695, -0.07338917482510247
9.952561991704636, -0.6254045270015511
9.923747990382491, -0.8034211604524507
10.240687495973196, 0.019361455635102266
10.492784191419092, 0.8872338292750042
10.071178804706754, 0.45397946447122645
9.986407804231428, 0.40849282688019495
10.136922249673935, 0.0028982526061845696
9.950749897575355, 0.24721696913862395
9.631648391760876, -0.29865407599698957
10.126848296637807, -0.11871410565414434
9.960120634336144, -0.005186084949238309
9.811074918404895, -0.5526517378816531
9.660795431810225, -0.009312635252453835
9.710619730097736, -0.7772124142110609
9.625725954155884, -0.3823806389628592
9.621402024584077, -0.23153582031802217
10.061613634571051, -0.3471224425497561
9.886190986768998, 0.726590839865241
9.75030234888097, 0.6297381524730794
9.661543802505168, 0.7314750143075905
10.437261724526811, -0.1530788179596781
9.870234267440388, -0.7019903095660611
10.334313784696178, -0.1172612474625829
10.142398355013041, 0.2034862675353927
9.699508836660094, -0.4584541901195146
10.448651432489221, 0.20452787145752416
10.012475921030264, 0.03227890439018673
10.151641860833962, 0.007199703792607515
10.380542696565103, 0.6805264537673164
9.628658828698907, -0.557785205532817
9.665838065770497, -0.010713117547023893
10.168771108096438, 0.27883117391976625
10.24159034022282, 0.14311980468383426
10.00456073658376, -0.7805689291266008
10.250970700178168, 1.8162634123106978
9.817490246402771, -0.7424942845471257
9.585937960401457, 0.03584070646488121
9.980325588033363, 1.4514604130996405
9.631608051243685, 0.0327862478507855
10.07406076155945, 0.39371695430340825
9.980346243057884, 1.2221191397286557
9.829974072101153, -0.7031682818790299
9.686001138842768, -0.3383547774970488
9.678152225892097, -0.03854906339015412
9.500110503795945, 0.4107650055489003
10.184328399381345, 0.2638223159477679
10.325884594419946, -0.7202396000765525
9.664287984300476, -0.17439706539385721
10.24917055275703, -0.40073980218080096
9.617521558299151, -0.3189332804752774
10.070337548184057, -0.7110132224292868
10.049123274801497, -0.6864538218318167
9.900822383921625, -0.2495610038456949
10.001881767084246, 0.02687621600063107
10.1717181452159, -0.1903479362920437
9.94443710360948, -0.8726255768744727
9.925520115711112, -0.10072671890897072
9.986599987110804, -0.9722389922158309
9.95412185532495, -0.27400265890988074
9.942647743024914, -0.558115900038808
9.503004832675169, -0.14846731008016595
9.752855666590019, -0.6390309418699073
9.50029574266931, 0.4604161015863627
10.458966020733936, 0.43811695258657873
10.439159928711437, 0.10501951416540015
9.853209777557133, -0.9060041253491133
10.05871172998057, 0.002058036732786454
10.09239363671188, -0.08037407850070646
9.664903610003844, 0.055039180837944554
9.79558479418282, -0.05741158554271184
10.05567038967914, -0.8976197321970979
10.295679532195331, 0.03707645383172683
9.51857562505403, -1.0506694105502827
9.835392377999185, 0.07585583552910996
9.62082489289805, -0.3605451592957298
10.211843065952118, -0.18620889629524648
9.882891447913236, 0.009344925337101823
9.938563076272942, 0.18613963541635903
9.563206260812334, -0.6531256440378271
10.152225781452886, -0.22422590748273277
9.6772270588793, 0.27697214436117396
10.067569583644964, 0.8094103226491693
10.182686941449727, 0.2733510704461749
9.71436191334338, 0.09342320248124784
10.152844063565604, -0.2743547930204319
9.880362862360329, -0.05278609116097051
9.847403505685858, -0.7190347750213342
10.279104115895896, -0.18144086579624483
10.12077998152009, -0.48323554912776534
10.170690829299184, -0.009788277266870331
10.150838830110317, 0.09675483718608385
9.726317295125925, 0.08250894572651109
9.752962456117633, -0.09891305721467934
10.220798758890531, -0.10012878412406795
10.288799064350211, -0.560386161964325
9.931593653169362, -0.905358788818033
9.862177135639959, -0.42179664019744184
9.862570949092852, 0.2301164241791494
